# Time	Cd	Cl	Cm
2711	0.0121401	0.974356	0.157567
2712	0.0121339	0.974362	0.157559
2713	0.0121256	0.974368	0.157549
2714	0.0121161	0.974374	0.157537
2715	0.0121092	0.974378	0.157528
2716	0.0121017	0.974383	0.157519
2717	0.0120938	0.974388	0.157509
2718	0.0120875	0.974393	0.157501
2719	0.0120801	0.974399	0.157492
2720	0.0120722	0.974406	0.157483
2721	0.0120662	0.974411	0.157476
2722	0.0120598	0.974417	0.157468
2723	0.0120517	0.974424	0.157459
2724	0.0120434	0.974432	0.157449
2725	0.0120368	0.974437	0.157442
2726	0.0120304	0.974443	0.157434
2727	0.0120227	0.974451	0.157426
2728	0.0120152	0.974457	0.157417
2729	0.0120089	0.974463	0.15741
2730	0.0120025	0.974469	0.157403
2731	0.0119946	0.974477	0.157394
2732	0.0119869	0.974486	0.157386
2733	0.0119807	0.974492	0.157379
2734	0.0119743	0.974499	0.157372
2735	0.0119665	0.974507	0.157363
2736	0.011959	0.974516	0.157356
2737	0.0119528	0.974522	0.157349
2738	0.0119465	0.974529	0.157342
2739	0.0119397	0.974537	0.157335
2740	0.0119316	0.974547	0.157327
2741	0.0119241	0.974555	0.157319
2742	0.0119183	0.974561	0.157313
2743	0.0119125	0.974569	0.157307
2744	0.0119061	0.974577	0.157301
2745	0.0118993	0.974586	0.157294
2746	0.0118922	0.974595	0.157287
2747	0.0118851	0.974603	0.15728
2748	0.0118783	0.974611	0.157273
2749	0.0118718	0.97462	0.157266
2750	0.0118657	0.974628	0.15726
2751	0.0118599	0.974636	0.157254
2752	0.0118539	0.974644	0.157248
2753	0.0118477	0.974653	0.157242
2754	0.0118415	0.974661	0.157236
2755	0.0118352	0.97467	0.15723
2756	0.0118291	0.974679	0.157224
2757	0.0118233	0.974687	0.157218
2758	0.0118175	0.974696	0.157213
2759	0.0118119	0.974704	0.157207
2760	0.0118062	0.974713	0.157202
2761	0.0118005	0.974722	0.157197
2762	0.0117947	0.97473	0.157191
2763	0.011789	0.974739	0.157186
2764	0.0117834	0.974747	0.157181
2765	0.0117778	0.974756	0.157175
2766	0.0117721	0.974765	0.15717
2767	0.0117666	0.974773	0.157165
2768	0.0117609	0.974782	0.15716
2769	0.0117553	0.974792	0.157155
2770	0.0117497	0.974801	0.15715
2771	0.011744	0.97481	0.157145
2772	0.0117382	0.97482	0.15714
2773	0.0117318	0.974831	0.157134
2774	0.0117257	0.97484	0.157128
2775	0.0117206	0.974849	0.157124
2776	0.0117155	0.974857	0.15712
2777	0.0117101	0.974867	0.157115
2778	0.0117044	0.974877	0.157111
2779	0.0116984	0.974887	0.157106
2780	0.0116913	0.974899	0.157099
2781	0.0116844	0.97491	0.157093
2782	0.0116791	0.974919	0.157089
2783	0.0116741	0.974928	0.157085
2784	0.0116688	0.974939	0.157081
2785	0.0116633	0.97495	0.157076
2786	0.0116574	0.97496	0.157072
2787	0.0116514	0.974971	0.157067
2788	0.0116455	0.974982	0.157062
2789	0.0116398	0.974993	0.157058
2790	0.0116343	0.975003	0.157053
2791	0.0116289	0.975014	0.157049
2792	0.0116233	0.975025	0.157045
2793	0.0116178	0.975036	0.157041
2794	0.0116123	0.975048	0.157036
2795	0.011607	0.975059	0.157032
2796	0.0116018	0.97507	0.157029
2797	0.0115967	0.975081	0.157025
2798	0.0115915	0.975092	0.157021
2799	0.0115864	0.975104	0.157017
2800	0.0115816	0.975114	0.157014
2801	0.011577	0.975124	0.157011
2802	0.011572	0.975135	0.157007
2803	0.0115663	0.975148	0.157003
2804	0.0115607	0.97516	0.156998
2805	0.0115561	0.97517	0.156995
2806	0.0115517	0.975181	0.156992
2807	0.0115476	0.975191	0.156989
2808	0.0115434	0.975201	0.156987
2809	0.0115387	0.975212	0.156984
2810	0.0115328	0.975226	0.156979
2811	0.0115272	0.97524	0.156975
2812	0.0115232	0.975249	0.156972
2813	0.0115193	0.975259	0.15697
2814	0.011515	0.97527	0.156967
2815	0.0115094	0.975283	0.156963
2816	0.0115042	0.975296	0.156959
2817	0.0115	0.975306	0.156956
2818	0.0114959	0.975316	0.156954
2819	0.0114914	0.975327	0.156951
2820	0.0114866	0.975339	0.156947
2821	0.0114809	0.975353	0.156943
2822	0.0114761	0.975366	0.15694
2823	0.0114722	0.975376	0.156937
2824	0.0114683	0.975386	0.156935
2825	0.0114639	0.975397	0.156932
2826	0.0114591	0.975408	0.156928
2827	0.0114541	0.97542	0.156925
2828	0.0114492	0.975432	0.156921
2829	0.0114445	0.975443	0.156918
2830	0.0114401	0.975455	0.156914
2831	0.0114358	0.975466	0.156911
2832	0.0114316	0.975477	0.156908
2833	0.0114273	0.975489	0.156905
2834	0.011423	0.9755	0.156902
2835	0.0114185	0.975511	0.156899
2836	0.011414	0.975522	0.156896
2837	0.0114096	0.975534	0.156892
2838	0.0114052	0.975545	0.156889
2839	0.0114009	0.975556	0.156886
2840	0.0113967	0.975567	0.156883
2841	0.0113925	0.975578	0.156879
2842	0.0113882	0.975589	0.156876
2843	0.011384	0.9756	0.156873
2844	0.0113798	0.975611	0.15687
2845	0.0113755	0.975622	0.156866
2846	0.0113713	0.975633	0.156863
2847	0.011367	0.975644	0.15686
2848	0.0113628	0.975655	0.156856
2849	0.0113586	0.975666	0.156853
2850	0.0113545	0.975677	0.15685
2851	0.0113503	0.975687	0.156846
2852	0.0113461	0.975698	0.156843
2853	0.011342	0.975709	0.15684
2854	0.0113378	0.97572	0.156836
2855	0.0113337	0.975731	0.156833
2856	0.0113295	0.975741	0.15683
2857	0.0113246	0.975754	0.156826
2858	0.0113206	0.975765	0.156822
2859	0.0113173	0.975774	0.15682
2860	0.0113137	0.975783	0.156817
2861	0.0113089	0.975794	0.156813
2862	0.0113045	0.975805	0.156809
2863	0.0113008	0.975814	0.156806
2864	0.0112969	0.975823	0.156802
2865	0.0112918	0.975835	0.156798
2866	0.0112873	0.975846	0.156794
2867	0.0112838	0.975855	0.156791
2868	0.0112793	0.975867	0.156787
2869	0.0112752	0.975877	0.156784
2870	0.0112714	0.975887	0.156781
2871	0.0112664	0.975898	0.156776
2872	0.0112621	0.975909	0.156773
2873	0.0112583	0.975918	0.156769
2874	0.0112535	0.97593	0.156765
2875	0.0112494	0.97594	0.156762
2876	0.0112447	0.975951	0.156758
2877	0.0112409	0.975961	0.156754
2878	0.0112366	0.975972	0.156751
2879	0.0112328	0.975981	0.156747
2880	0.0112282	0.975992	0.156743
2881	0.0112242	0.976002	0.15674
2882	0.0112196	0.976014	0.156736
2883	0.0112155	0.976023	0.156732
2884	0.0112106	0.976036	0.156728
2885	0.0112076	0.976044	0.156726
2886	0.011203	0.976055	0.156722
2887	0.0111984	0.976065	0.156717
2888	0.0111939	0.976076	0.156714
2889	0.0111897	0.976087	0.15671
2890	0.0111864	0.976095	0.156707
2891	0.0111817	0.976106	0.156703
2892	0.0111768	0.976116	0.156698
2893	0.0111724	0.976127	0.156694
2894	0.0111684	0.976137	0.15669
2895	0.0111649	0.976145	0.156687
2896	0.0111604	0.976155	0.156683
2897	0.0111554	0.976168	0.156678
2898	0.0111523	0.976175	0.156675
2899	0.0111489	0.976182	0.156671
2900	0.0111438	0.976192	0.156666
2901	0.0111388	0.976201	0.15666
2902	0.0111346	0.976208	0.156656
2903	0.0111304	0.976217	0.156651
2904	0.0111264	0.976225	0.156646
2905	0.011122	0.976235	0.156641
2906	0.0111177	0.976245	0.156637
2907	0.0111141	0.976252	0.156633
2908	0.0111105	0.976259	0.156628
2909	0.0111058	0.976266	0.156623
2910	0.0111016	0.976274	0.156618
2911	0.0110969	0.976282	0.156612
2912	0.011093	0.97629	0.156608
2913	0.0110892	0.976297	0.156603
2914	0.0110847	0.976307	0.156599
2915	0.0110812	0.976315	0.156595
2916	0.011077	0.976325	0.15659
2917	0.0110729	0.976334	0.156586
2918	0.0110695	0.976341	0.156582
2919	0.0110655	0.976348	0.156578
2920	0.0110612	0.976356	0.156573
2921	0.0110569	0.976364	0.156569
2922	0.011053	0.976371	0.156565
2923	0.0110496	0.976378	0.156561
2924	0.0110452	0.976387	0.156556
2925	0.0110406	0.976397	0.156552
2926	0.0110369	0.976406	0.156548
2927	0.011033	0.976415	0.156544
2928	0.0110293	0.976423	0.156541
2929	0.0110252	0.97643	0.156536
2930	0.0110212	0.976438	0.156532
2931	0.011017	0.976446	0.156528
2932	0.011013	0.976454	0.156524
2933	0.0110097	0.976461	0.15652
2934	0.0110056	0.976469	0.156516
2935	0.0110012	0.976478	0.156512
2936	0.0109981	0.976485	0.156509
2937	0.0109946	0.976492	0.156505
2938	0.0109905	0.976499	0.1565
2939	0.0109854	0.976508	0.156495
2940	0.0109818	0.976515	0.156491
2941	0.0109785	0.976522	0.156488
2942	0.0109743	0.976531	0.156484
2943	0.0109707	0.976538	0.15648
2944	0.0109665	0.976546	0.156476
2945	0.0109627	0.976553	0.156472
2946	0.0109588	0.97656	0.156468
2947	0.0109552	0.976567	0.156464
2948	0.010951	0.976574	0.156459
2949	0.0109475	0.976581	0.156456
2950	0.0109435	0.976587	0.156451
2951	0.0109388	0.976596	0.156446
2952	0.0109358	0.976601	0.156443
2953	0.0109322	0.976608	0.156439
2954	0.0109273	0.976616	0.156434
2955	0.0109245	0.976622	0.156431
2956	0.010921	0.976628	0.156427
2957	0.0109157	0.976637	0.156422
2958	0.0109125	0.976642	0.156418
2959	0.0109099	0.976647	0.156415
2960	0.0109062	0.976653	0.156411
2961	0.0109012	0.976661	0.156406
2962	0.0108965	0.976669	0.156401
2963	0.0108939	0.976674	0.156398
2964	0.0108907	0.976679	0.156395
2965	0.010887	0.976686	0.156391
2966	0.0108831	0.976692	0.156387
2967	0.0108794	0.976699	0.156383
2968	0.0108756	0.976705	0.156379
2969	0.010872	0.976711	0.156375
2970	0.0108683	0.976718	0.156371
2971	0.0108647	0.976724	0.156367
2972	0.010861	0.97673	0.156364
2973	0.0108574	0.976736	0.15636
2974	0.0108538	0.976742	0.156356
2975	0.0108501	0.976748	0.156352
2976	0.0108464	0.976754	0.156349
2977	0.0108428	0.976761	0.156345
2978	0.0108391	0.976767	0.156341
2979	0.0108355	0.976773	0.156338
2980	0.010832	0.976779	0.156334
2981	0.0108284	0.976785	0.15633
2982	0.0108248	0.976791	0.156327
2983	0.0108212	0.976797	0.156323
2984	0.0108175	0.976803	0.15632
2985	0.0108139	0.976809	0.156316
2986	0.0108103	0.976815	0.156312
2987	0.0108067	0.976821	0.156309
2988	0.0108032	0.976827	0.156306
2989	0.0107996	0.976833	0.156302
2990	0.010796	0.976839	0.156298
2991	0.0107924	0.976845	0.156295
2992	0.0107887	0.976851	0.156292
2993	0.0107851	0.976857	0.156288
2994	0.0107815	0.976862	0.156285
2995	0.0107779	0.976868	0.156281
2996	0.010774	0.976875	0.156277
2997	0.0107706	0.97688	0.156274
2998	0.0107672	0.976886	0.156271
2999	0.0107636	0.976891	0.156268
3000	0.0107599	0.976897	0.156264
3001	0.0107562	0.976903	0.156261
3002	0.0107525	0.976909	0.156257
3003	0.0107489	0.976915	0.156254
3004	0.0107453	0.97692	0.15625
3005	0.0107417	0.976926	0.156247
3006	0.0107381	0.976931	0.156244
3007	0.0107345	0.976937	0.15624
3008	0.0107308	0.976942	0.156237
3009	0.0107272	0.976948	0.156234
3010	0.0107236	0.976954	0.15623
3011	0.0107199	0.976959	0.156227
3012	0.0107162	0.976965	0.156224
3013	0.0107125	0.97697	0.156221
3014	0.0107089	0.976976	0.156217
3015	0.0107053	0.976981	0.156214
3016	0.0107017	0.976987	0.156211
3017	0.0106981	0.976992	0.156208
3018	0.0106945	0.976998	0.156204
3019	0.0106909	0.977003	0.156201
3020	0.0106873	0.977008	0.156198
3021	0.0106837	0.977013	0.156195
3022	0.0106801	0.977018	0.156191
3023	0.0106765	0.977024	0.156188
3024	0.0106729	0.977029	0.156185
3025	0.0106694	0.977034	0.156182
3026	0.0106658	0.97704	0.156179
3027	0.0106622	0.977045	0.156176
3028	0.0106586	0.977049	0.156173
3029	0.010655	0.977054	0.156169
3030	0.0106514	0.977059	0.156166
3031	0.0106478	0.977064	0.156163
3032	0.0106443	0.977069	0.15616
3033	0.0106408	0.977074	0.156157
3034	0.0106372	0.977079	0.156154
3035	0.0106337	0.977084	0.15615
3036	0.0106303	0.977088	0.156147
3037	0.0106266	0.977093	0.156144
3038	0.0106229	0.977098	0.156141
3039	0.0106197	0.977102	0.156138
3040	0.0106162	0.977107	0.156134
3041	0.0106127	0.977111	0.156131
3042	0.0106093	0.977116	0.156128
3043	0.0106057	0.97712	0.156125
3044	0.0106025	0.977124	0.156122
3045	0.0105988	0.977128	0.156118
3046	0.0105954	0.977132	0.156115
3047	0.0105919	0.977136	0.156111
3048	0.0105888	0.97714	0.156108
3049	0.0105851	0.977145	0.156105
3050	0.0105818	0.97715	0.156102
3051	0.0105783	0.977154	0.156098
3052	0.010575	0.977158	0.156095
3053	0.0105716	0.977162	0.156092
3054	0.0105682	0.977166	0.156089
3055	0.0105648	0.97717	0.156085
3056	0.0105614	0.977174	0.156082
3057	0.010558	0.977178	0.156079
3058	0.0105546	0.977182	0.156075
3059	0.0105511	0.977186	0.156072
3060	0.0105477	0.97719	0.156068
3061	0.0105443	0.977193	0.156065
3062	0.0105408	0.977197	0.156061
3063	0.010538	0.9772	0.156058
3064	0.0105341	0.977203	0.156053
3065	0.0105309	0.977206	0.15605
3066	0.0105275	0.97721	0.156047
3067	0.010524	0.977214	0.156043
3068	0.0105204	0.977218	0.15604
3069	0.010517	0.977222	0.156036
3070	0.0105137	0.977226	0.156033
3071	0.0105104	0.97723	0.156029
3072	0.010507	0.977234	0.156026
3073	0.0105037	0.977238	0.156023
3074	0.0105003	0.977242	0.156019
3075	0.010497	0.977246	0.156015
3076	0.010494	0.977249	0.156012
3077	0.0104907	0.977253	0.156009
3078	0.010487	0.977257	0.156005
3079	0.0104839	0.97726	0.156002
3080	0.0104811	0.977264	0.155999
3081	0.0104777	0.977268	0.155995
3082	0.0104744	0.977271	0.155991
3083	0.0104711	0.977275	0.155988
3084	0.0104681	0.977279	0.155984
3085	0.0104653	0.977282	0.155982
3086	0.010462	0.977286	0.155978
3087	0.0104588	0.977289	0.155974
3088	0.0104555	0.977293	0.15597
3089	0.0104527	0.977296	0.155967
3090	0.01045	0.977299	0.155964
3091	0.0104467	0.977303	0.15596
3092	0.0104437	0.977306	0.155957
3093	0.010441	0.977309	0.155954
3094	0.0104375	0.977313	0.15595
3095	0.0104347	0.977316	0.155947
3096	0.0104316	0.97732	0.155943
3097	0.010429	0.977323	0.15594
3098	0.0104259	0.977326	0.155936
3099	0.0104233	0.977329	0.155933
3100	0.0104201	0.977332	0.155929
3101	0.0104175	0.977335	0.155926
3102	0.0104143	0.977338	0.155922
3103	0.0104118	0.977341	0.155919
3104	0.0104087	0.977345	0.155915
3105	0.0104062	0.977347	0.155912
3106	0.0104031	0.97735	0.155908
3107	0.0104006	0.977353	0.155905
3108	0.0103981	0.977356	0.155902
3109	0.0103949	0.977359	0.155898
3110	0.0103923	0.977362	0.155895
3111	0.0103893	0.977365	0.155891
3112	0.0103869	0.977367	0.155888
3113	0.0103841	0.97737	0.155884
3114	0.0103818	0.977373	0.155881
3115	0.0103789	0.977376	0.155877
3116	0.0103766	0.977378	0.155874
3117	0.0103737	0.977381	0.15587
3118	0.0103713	0.977383	0.155867
3119	0.0103684	0.977386	0.155863
3120	0.010366	0.977388	0.15586
3121	0.0103631	0.977391	0.155856
3122	0.0103603	0.977394	0.155852
3123	0.0103582	0.977396	0.155849
3124	0.0103556	0.977398	0.155846
3125	0.0103528	0.977401	0.155842
3126	0.0103507	0.977403	0.155839
3127	0.0103476	0.977405	0.155834
3128	0.0103457	0.977407	0.155832
3129	0.0103425	0.97741	0.155827
3130	0.0103401	0.977412	0.155824
3131	0.010338	0.977414	0.155821
3132	0.0103351	0.977416	0.155817
3133	0.0103323	0.977418	0.155812
3134	0.0103302	0.97742	0.155809
3135	0.0103276	0.977422	0.155805
3136	0.0103254	0.977424	0.155802
3137	0.0103221	0.977426	0.155798
3138	0.0103203	0.977428	0.155795
3139	0.010317	0.97743	0.15579
3140	0.0103151	0.977431	0.155787
3141	0.0103118	0.977434	0.155782
3142	0.0103099	0.977435	0.155779
3143	0.0103069	0.977437	0.155775
3144	0.0103038	0.977439	0.15577
3145	0.0103015	0.97744	0.155767
3146	0.0102997	0.977442	0.155764
3147	0.0102964	0.977443	0.155759
3148	0.0102944	0.977445	0.155756
3149	0.0102908	0.977446	0.155751
3150	0.0102888	0.977448	0.155748
3151	0.0102855	0.97745	0.155743
3152	0.0102837	0.977451	0.15574
3153	0.0102808	0.977452	0.155735
3154	0.0102773	0.977454	0.15573
3155	0.0102756	0.977455	0.155727
3156	0.0102739	0.977456	0.155724
3157	0.0102709	0.977457	0.15572
3158	0.0102672	0.977458	0.155714
3159	0.0102653	0.977459	0.155711
3160	0.0102633	0.977459	0.155708
3161	0.0102608	0.97746	0.155704
3162	0.0102573	0.977461	0.155698
3163	0.0102549	0.977462	0.155694
3164	0.0102527	0.977463	0.155691
3165	0.0102502	0.977464	0.155687
3166	0.010247	0.977465	0.155682
3167	0.0102439	0.977466	0.155677
3168	0.0102415	0.977466	0.155673
3169	0.0102395	0.977467	0.15567
3170	0.0102374	0.977467	0.155666
3171	0.0102342	0.977467	0.155661
3172	0.0102309	0.977468	0.155656
3173	0.0102287	0.977468	0.155652
3174	0.010226	0.977469	0.155648
3175	0.0102232	0.977469	0.155643
3176	0.0102209	0.97747	0.155639
3177	0.010218	0.97747	0.155635
3178	0.0102152	0.97747	0.15563
3179	0.0102124	0.97747	0.155625
3180	0.0102099	0.977471	0.155621
3181	0.0102078	0.977471	0.155618
3182	0.0102048	0.977471	0.155613
3183	0.0102021	0.977471	0.155608
3184	0.0101992	0.97747	0.155603
3185	0.0101968	0.97747	0.155599
3186	0.0101942	0.97747	0.155595
3187	0.0101919	0.97747	0.15559
3188	0.0101891	0.977469	0.155586
3189	0.0101867	0.977469	0.155582
3190	0.0101839	0.977469	0.155577
3191	0.0101816	0.977468	0.155573
3192	0.0101789	0.977468	0.155568
3193	0.0101767	0.977467	0.155564
3194	0.0101739	0.977466	0.155559
3195	0.0101712	0.977466	0.155554
3196	0.0101691	0.977465	0.15555
3197	0.0101665	0.977464	0.155546
3198	0.0101642	0.977463	0.155542
3199	0.0101614	0.977462	0.155537
3200	0.0101591	0.977462	0.155532
3201	0.0101563	0.977461	0.155528
3202	0.0101536	0.97746	0.155523
3203	0.0101516	0.977459	0.155519
3204	0.010149	0.977458	0.155514
3205	0.0101463	0.977456	0.155509
3206	0.0101437	0.977455	0.155505
3207	0.0101417	0.977454	0.155501
3208	0.010139	0.977453	0.155496
3209	0.0101362	0.977451	0.155491
3210	0.0101335	0.97745	0.155486
3211	0.0101314	0.977449	0.155482
3212	0.0101288	0.977447	0.155478
3213	0.010126	0.977446	0.155473
3214	0.0101233	0.977444	0.155468
3215	0.0101212	0.977442	0.155464
3216	0.0101186	0.977441	0.155459
3217	0.0101158	0.977439	0.155454
3218	0.0101131	0.977437	0.155449
3219	0.0101109	0.977435	0.155445
3220	0.0101083	0.977433	0.15544
3221	0.0101056	0.977431	0.155435
3222	0.0101029	0.977429	0.15543
3223	0.0101007	0.977427	0.155426
3224	0.0100981	0.977425	0.155421
3225	0.0100952	0.977422	0.155416
3226	0.0100924	0.97742	0.155411
3227	0.0100902	0.977418	0.155407
3228	0.0100877	0.977415	0.155402
3229	0.0100848	0.977413	0.155397
3230	0.0100824	0.97741	0.155392
3231	0.0100793	0.977408	0.155387
3232	0.010077	0.977405	0.155382
3233	0.0100744	0.977402	0.155378
3234	0.010072	0.9774	0.155373
3235	0.0100689	0.977397	0.155368
3236	0.0100665	0.977394	0.155363
3237	0.0100638	0.977391	0.155358
3238	0.0100614	0.977388	0.155353
3239	0.0100586	0.977385	0.155348
3240	0.0100557	0.977381	0.155343
3241	0.0100532	0.977378	0.155338
3242	0.0100501	0.977374	0.155332
3243	0.0100477	0.977371	0.155328
3244	0.0100455	0.977368	0.155323
3245	0.0100426	0.977364	0.155318
3246	0.0100394	0.97736	0.155312
3247	0.0100365	0.977356	0.155307
3248	0.0100343	0.977353	0.155303
3249	0.0100316	0.977349	0.155298
3250	0.0100286	0.977345	0.155292
3251	0.0100256	0.977341	0.155287
3252	0.0100233	0.977337	0.155282
3253	0.0100204	0.977333	0.155277
3254	0.0100173	0.977329	0.155271
3255	0.0100143	0.977324	0.155265
3256	0.0100119	0.97732	0.155261
3257	0.0100091	0.977316	0.155255
3258	0.0100059	0.977311	0.15525
3259	0.0100028	0.977306	0.155244
3260	0.0100004	0.977302	0.155239
3261	0.00999715	0.977297	0.155233
3262	0.00999453	0.977293	0.155228
3263	0.00999147	0.977288	0.155223
3264	0.0099884	0.977283	0.155217
3265	0.00998597	0.977278	0.155212
3266	0.00998307	0.977274	0.155207
3267	0.00997974	0.977268	0.1552
3268	0.00997654	0.977262	0.155194
3269	0.00997408	0.977258	0.15519
3270	0.00997124	0.977253	0.155184
3271	0.00996796	0.977247	0.155178
3272	0.00996475	0.977241	0.155172
3273	0.00996229	0.977237	0.155167
3274	0.00995945	0.977231	0.155162
3275	0.0099561	0.977226	0.155156
3276	0.00995282	0.977219	0.155149
3277	0.00995036	0.977215	0.155145
3278	0.00994757	0.977209	0.155139
3279	0.00994424	0.977203	0.155133
3280	0.00994101	0.977196	0.155127
3281	0.00993867	0.977191	0.155122
3282	0.0099364	0.977187	0.155118
3283	0.00993315	0.977181	0.155112
3284	0.00992971	0.977174	0.155105
3285	0.00992688	0.977168	0.1551
3286	0.00992368	0.977161	0.155093
3287	0.00991996	0.977153	0.155086
3288	0.00991752	0.977147	0.155081
3289	0.00991538	0.977143	0.155077
3290	0.00991231	0.977137	0.155072
3291	0.00990799	0.977129	0.155064
3292	0.00990525	0.977123	0.155059
3293	0.009903	0.977119	0.155054
3294	0.00989965	0.977112	0.155048
3295	0.00989662	0.977105	0.155042
3296	0.00989292	0.977097	0.155035
3297	0.0098902	0.977091	0.15503
3298	0.00988749	0.977085	0.155024
3299	0.00988417	0.977077	0.155018
3300	0.00988023	0.977068	0.15501
3301	0.00987694	0.97706	0.155004
3302	0.0098748	0.977056	0.155
3303	0.00987213	0.977051	0.154995
3304	0.00986817	0.977044	0.154988
3305	0.00986513	0.977038	0.154983
3306	0.00986186	0.977031	0.154977
3307	0.00985884	0.977024	0.154971
3308	0.00985559	0.977017	0.154965
3309	0.00985251	0.97701	0.154959
3310	0.00984915	0.977002	0.154953
3311	0.00984626	0.976996	0.154947
3312	0.00984328	0.976989	0.154942
3313	0.00984016	0.976982	0.154936
3314	0.0098362	0.976972	0.154928
3315	0.00983378	0.976966	0.154924
3316	0.00983081	0.97696	0.154918
3317	0.00982772	0.976953	0.154913
3318	0.0098242	0.976946	0.154907
3319	0.00982014	0.976937	0.154899
3320	0.00981772	0.976931	0.154894
3321	0.00981526	0.976925	0.15489
3322	0.00981222	0.976918	0.154884
3323	0.00980914	0.97691	0.154878
3324	0.00980691	0.976904	0.154874
3325	0.00980326	0.976894	0.154866
3326	0.00980099	0.976888	0.154862
3327	0.00979753	0.976879	0.154855
3328	0.00979534	0.976874	0.154851
3329	0.00979184	0.976865	0.154845
3330	0.00978936	0.97686	0.15484
3331	0.00978528	0.97685	0.154833
3332	0.00978213	0.976843	0.154827
3333	0.00977909	0.976836	0.154822
3334	0.00977544	0.976828	0.154815
3335	0.00977222	0.97682	0.15481
3336	0.00976934	0.976814	0.154804
3337	0.00976584	0.976806	0.154798
3338	0.00976263	0.976799	0.154793
3339	0.00975921	0.976791	0.154787
3340	0.0097561	0.976784	0.154781
3341	0.00975271	0.976777	0.154775
3342	0.00974961	0.976769	0.15477
3343	0.00974624	0.976762	0.154764
3344	0.00974313	0.976754	0.154758
3345	0.00973973	0.976746	0.154752
3346	0.00973656	0.976739	0.154746
3347	0.00973311	0.976731	0.15474
3348	0.00972997	0.976723	0.154735
3349	0.00972661	0.976715	0.154729
3350	0.00972351	0.976708	0.154723
3351	0.00972017	0.9767	0.154717
3352	0.00971702	0.976692	0.154712
3353	0.00971367	0.976684	0.154706
3354	0.00971056	0.976677	0.1547
3355	0.0097075	0.976669	0.154695
3356	0.00970441	0.976661	0.154689
3357	0.00970168	0.976653	0.154684
3358	0.0096988	0.976646	0.154679
3359	0.00969627	0.97664	0.154674
3360	0.00969191	0.976629	0.154666
3361	0.00968844	0.976619	0.15466
3362	0.00968586	0.976612	0.154655
3363	0.00968334	0.976605	0.154651
3364	0.00967926	0.976595	0.154644
3365	0.0096759	0.976586	0.154638
3366	0.00967286	0.976578	0.154632
3367	0.00966989	0.976571	0.154627
3368	0.00966684	0.976564	0.154622
3369	0.00966364	0.976557	0.154616
3370	0.00966024	0.976549	0.15461
3371	0.00965627	0.976539	0.154604
3372	0.0096528	0.97653	0.154597
3373	0.00964987	0.976522	0.154592
3374	0.00964688	0.976514	0.154587
3375	0.00964369	0.976506	0.154581
3376	0.00964033	0.976498	0.154575
3377	0.00963698	0.97649	0.15457
3378	0.00963367	0.976482	0.154564
3379	0.00963044	0.976473	0.154558
3380	0.00962724	0.976465	0.154553
3381	0.00962409	0.976457	0.154547
3382	0.00962054	0.976448	0.154541
3383	0.00961726	0.976439	0.154535
3384	0.00961428	0.976431	0.15453
3385	0.0096112	0.976424	0.154525
3386	0.00960766	0.976414	0.154519
3387	0.00960458	0.976406	0.154513
3388	0.00960157	0.976399	0.154508
3389	0.00959831	0.976391	0.154503
3390	0.0095945	0.97638	0.154496
3391	0.0095914	0.976372	0.15449
3392	0.00958852	0.976364	0.154485
3393	0.00958539	0.976356	0.15448
3394	0.00958172	0.976346	0.154474
3395	0.0095784	0.976337	0.154468
3396	0.00957547	0.976329	0.154463
3397	0.00957239	0.976321	0.154458
3398	0.00956872	0.976311	0.154451
3399	0.00956593	0.976304	0.154447
3400	0.00956305	0.976297	0.154442
3401	0.00955984	0.976289	0.154436
3402	0.0095564	0.97628	0.154431
3403	0.00955298	0.976271	0.154425
3404	0.00954967	0.976261	0.154419
3405	0.00954645	0.976252	0.154413
3406	0.00954328	0.976243	0.154408
3407	0.0095401	0.976234	0.154402
3408	0.00953695	0.976225	0.154397
3409	0.00953375	0.976217	0.154392
3410	0.00953059	0.976208	0.154386
3411	0.0095274	0.9762	0.154381
3412	0.00952414	0.976191	0.154376
3413	0.00952096	0.976182	0.15437
3414	0.00951777	0.976174	0.154365
3415	0.00951454	0.976165	0.154359
3416	0.00951138	0.976156	0.154354
3417	0.00950821	0.976147	0.154349
3418	0.009505	0.976138	0.154343
3419	0.00950183	0.976129	0.154338
3420	0.00949866	0.97612	0.154332
3421	0.00949559	0.976111	0.154327
3422	0.00949214	0.9761	0.154321
3423	0.00948867	0.97609	0.154315
3424	0.00948587	0.976082	0.15431
3425	0.00948302	0.976074	0.154306
3426	0.00947996	0.976067	0.154301
3427	0.0094767	0.976058	0.154296
3428	0.00947338	0.976049	0.15429
3429	0.00947009	0.97604	0.154285
3430	0.00946687	0.97603	0.154279
3431	0.00946373	0.976021	0.154274
3432	0.00946064	0.976012	0.154268
3433	0.00945754	0.976002	0.154263
3434	0.00945444	0.975994	0.154258
3435	0.00945135	0.975985	0.154253
3436	0.00944821	0.975976	0.154248
3437	0.00944507	0.975967	0.154243
3438	0.00944196	0.975959	0.154238
3439	0.00943887	0.97595	0.154232
3440	0.00943579	0.975941	0.154227
3441	0.00943267	0.975933	0.154222
3442	0.00942916	0.975922	0.154216
3443	0.00942579	0.975911	0.15421
3444	0.00942325	0.975904	0.154206
3445	0.00942064	0.975897	0.154202
3446	0.00941743	0.975889	0.154197
3447	0.0094141	0.975879	0.154192
3448	0.00941102	0.975871	0.154187
3449	0.00940801	0.975862	0.154182
