# Time	Cd	Cl	Cm
8070	0.0093739	1.00134	0.158673
8071	0.00937367	1.00135	0.158673
8072	0.00937344	1.00135	0.158673
8073	0.0093732	1.00136	0.158674
8074	0.00937297	1.00136	0.158674
8075	0.00937276	1.00136	0.158675
8076	0.00937254	1.00137	0.158675
8077	0.00937232	1.00137	0.158676
8078	0.00937208	1.00138	0.158676
8079	0.00937184	1.00138	0.158677
8080	0.00937164	1.00139	0.158677
8081	0.00937141	1.00139	0.158678
8082	0.00937119	1.00139	0.158678
8083	0.00937094	1.0014	0.158679
8084	0.00937072	1.0014	0.158679
8085	0.00937051	1.00141	0.15868
8086	0.00937029	1.00141	0.15868
8087	0.00937006	1.00141	0.158681
8088	0.00936984	1.00142	0.158681
8089	0.00936961	1.00142	0.158681
8090	0.00936939	1.00142	0.158682
8091	0.00936916	1.00143	0.158682
8092	0.00936894	1.00143	0.158683
8093	0.00936872	1.00144	0.158683
8094	0.0093685	1.00144	0.158684
8095	0.00936827	1.00145	0.158684
8096	0.00936805	1.00145	0.158685
8097	0.00936783	1.00145	0.158685
8098	0.00936761	1.00146	0.158686
8099	0.00936738	1.00146	0.158686
8100	0.00936716	1.00147	0.158687
8101	0.00936694	1.00147	0.158687
8102	0.00936672	1.00147	0.158687
8103	0.00936649	1.00148	0.158688
8104	0.00936627	1.00148	0.158688
8105	0.00936605	1.00149	0.158689
8106	0.00936583	1.00149	0.158689
8107	0.00936561	1.00149	0.15869
8108	0.00936539	1.0015	0.15869
8109	0.00936516	1.0015	0.158691
8110	0.00936495	1.0015	0.158691
8111	0.00936472	1.00151	0.158692
8112	0.0093645	1.00151	0.158692
8113	0.00936428	1.00152	0.158693
8114	0.00936406	1.00152	0.158693
8115	0.00936384	1.00152	0.158693
8116	0.00936362	1.00153	0.158694
8117	0.0093634	1.00153	0.158694
8118	0.00936318	1.00154	0.158695
8119	0.00936296	1.00154	0.158695
8120	0.00936274	1.00154	0.158696
8121	0.00936252	1.00155	0.158696
8122	0.0093623	1.00155	0.158697
8123	0.00936208	1.00156	0.158697
8124	0.00936186	1.00156	0.158698
8125	0.00936164	1.00156	0.158698
8126	0.00936143	1.00157	0.158698
8127	0.0093612	1.00157	0.158699
8128	0.00936099	1.00158	0.158699
8129	0.00936077	1.00158	0.1587
8130	0.00936055	1.00158	0.1587
8131	0.00936033	1.00159	0.158701
8132	0.00936011	1.00159	0.158701
8133	0.00935989	1.0016	0.158702
8134	0.00935968	1.0016	0.158702
8135	0.00935946	1.0016	0.158703
8136	0.00935924	1.00161	0.158703
8137	0.00935902	1.00161	0.158703
8138	0.00935881	1.00161	0.158704
8139	0.00935859	1.00162	0.158704
8140	0.00935837	1.00162	0.158705
8141	0.00935815	1.00163	0.158705
8142	0.00935794	1.00163	0.158706
8143	0.00935772	1.00163	0.158706
8144	0.0093575	1.00164	0.158707
8145	0.00935729	1.00164	0.158707
8146	0.00935707	1.00165	0.158707
8147	0.00935685	1.00165	0.158708
8148	0.00935664	1.00165	0.158708
8149	0.00935642	1.00166	0.158709
8150	0.00935621	1.00166	0.158709
8151	0.00935599	1.00167	0.15871
8152	0.00935577	1.00167	0.15871
8153	0.00935556	1.00167	0.158711
8154	0.00935534	1.00168	0.158711
8155	0.00935513	1.00168	0.158711
8156	0.00935491	1.00168	0.158712
8157	0.0093547	1.00169	0.158712
8158	0.00935448	1.00169	0.158713
8159	0.00935427	1.0017	0.158713
8160	0.00935405	1.0017	0.158714
8161	0.00935384	1.0017	0.158714
8162	0.00935362	1.00171	0.158715
8163	0.00935341	1.00171	0.158715
8164	0.0093532	1.00172	0.158715
8165	0.00935298	1.00172	0.158716
8166	0.00935277	1.00172	0.158716
8167	0.00935255	1.00173	0.158717
8168	0.00935234	1.00173	0.158717
8169	0.00935213	1.00173	0.158718
8170	0.00935192	1.00174	0.158718
8171	0.0093517	1.00174	0.158719
8172	0.00935149	1.00175	0.158719
8173	0.00935128	1.00175	0.158719
8174	0.00935106	1.00175	0.15872
8175	0.00935085	1.00176	0.15872
8176	0.00935064	1.00176	0.158721
8177	0.00935043	1.00177	0.158721
8178	0.00935022	1.00177	0.158722
8179	0.00935	1.00177	0.158722
8180	0.00934979	1.00178	0.158722
8181	0.00934958	1.00178	0.158723
8182	0.00934937	1.00178	0.158723
8183	0.00934916	1.00179	0.158724
8184	0.00934895	1.00179	0.158724
8185	0.00934874	1.0018	0.158725
8186	0.00934853	1.0018	0.158725
8187	0.00934831	1.0018	0.158726
8188	0.00934811	1.00181	0.158726
8189	0.00934789	1.00181	0.158726
8190	0.00934769	1.00181	0.158727
8191	0.00934747	1.00182	0.158727
8192	0.00934727	1.00182	0.158728
8193	0.00934705	1.00183	0.158728
8194	0.00934685	1.00183	0.158729
8195	0.00934664	1.00183	0.158729
8196	0.00934643	1.00184	0.158729
8197	0.00934622	1.00184	0.15873
8198	0.00934601	1.00184	0.15873
8199	0.0093458	1.00185	0.158731
8200	0.00934559	1.00185	0.158731
8201	0.00934538	1.00186	0.158732
8202	0.00934518	1.00186	0.158732
8203	0.00934497	1.00186	0.158732
8204	0.00934476	1.00187	0.158733
8205	0.00934455	1.00187	0.158733
8206	0.00934434	1.00187	0.158734
8207	0.00934414	1.00188	0.158734
8208	0.00934393	1.00188	0.158735
8209	0.00934372	1.00189	0.158735
8210	0.00934351	1.00189	0.158735
8211	0.00934331	1.00189	0.158736
8212	0.0093431	1.0019	0.158736
8213	0.00934289	1.0019	0.158737
8214	0.00934269	1.0019	0.158737
8215	0.00934248	1.00191	0.158738
8216	0.00934227	1.00191	0.158738
8217	0.00934207	1.00192	0.158738
8218	0.00934186	1.00192	0.158739
8219	0.00934165	1.00192	0.158739
8220	0.00934145	1.00193	0.15874
8221	0.00934124	1.00193	0.15874
8222	0.00934104	1.00193	0.158741
8223	0.00934083	1.00194	0.158741
8224	0.00934063	1.00194	0.158741
8225	0.00934042	1.00194	0.158742
8226	0.00934022	1.00195	0.158742
8227	0.00934001	1.00195	0.158743
8228	0.00933981	1.00196	0.158743
8229	0.0093396	1.00196	0.158744
8230	0.0093394	1.00196	0.158744
8231	0.00933919	1.00197	0.158744
8232	0.00933899	1.00197	0.158745
8233	0.00933878	1.00197	0.158745
8234	0.00933858	1.00198	0.158746
8235	0.00933837	1.00198	0.158746
8236	0.00933817	1.00199	0.158746
8237	0.00933797	1.00199	0.158747
8238	0.00933776	1.00199	0.158747
8239	0.00933756	1.002	0.158748
8240	0.00933736	1.002	0.158748
8241	0.00933715	1.002	0.158749
8242	0.00933695	1.00201	0.158749
8243	0.00933675	1.00201	0.158749
8244	0.00933655	1.00201	0.15875
8245	0.00933634	1.00202	0.15875
8246	0.00933614	1.00202	0.158751
8247	0.00933593	1.00203	0.158751
8248	0.00933573	1.00203	0.158751
8249	0.00933553	1.00203	0.158752
8250	0.00933533	1.00204	0.158752
8251	0.00933513	1.00204	0.158753
8252	0.00933493	1.00204	0.158753
8253	0.00933472	1.00205	0.158754
8254	0.00933452	1.00205	0.158754
8255	0.00933432	1.00205	0.158754
8256	0.00933412	1.00206	0.158755
8257	0.00933391	1.00206	0.158755
8258	0.00933371	1.00207	0.158756
8259	0.00933351	1.00207	0.158756
8260	0.00933331	1.00207	0.158756
8261	0.00933311	1.00208	0.158757
8262	0.00933291	1.00208	0.158757
8263	0.00933271	1.00208	0.158758
8264	0.00933251	1.00209	0.158758
8265	0.00933231	1.00209	0.158758
8266	0.00933211	1.00209	0.158759
8267	0.00933191	1.0021	0.158759
8268	0.00933171	1.0021	0.15876
8269	0.00933151	1.0021	0.15876
8270	0.00933131	1.00211	0.15876
8271	0.00933111	1.00211	0.158761
8272	0.00933091	1.00212	0.158761
8273	0.00933071	1.00212	0.158762
8274	0.00933051	1.00212	0.158762
8275	0.0093303	1.00213	0.158762
8276	0.00933006	1.00213	0.158763
8277	0.00932995	1.00213	0.158763
8278	0.00932952	1.00214	0.158764
8279	0.0093294	1.00214	0.158764
8280	0.00932912	1.00214	0.158764
8281	0.00932898	1.00215	0.158765
8282	0.00932878	1.00215	0.158766
8283	0.0093287	1.00216	0.158766
8284	0.00932852	1.00216	0.158767
8285	0.00932839	1.00216	0.158767
8286	0.00932817	1.00217	0.158767
8287	0.0093279	1.00217	0.158767
8288	0.00932762	1.00217	0.158768
8289	0.0093274	1.00218	0.158768
8290	0.00932729	1.00218	0.158769
8291	0.00932725	1.00219	0.15877
8292	0.00932711	1.00219	0.15877
8293	0.00932688	1.00219	0.15877
8294	0.00932661	1.00219	0.15877
8295	0.00932635	1.0022	0.15877
8296	0.00932615	1.0022	0.158771
8297	0.00932598	1.0022	0.158771
8298	0.00932582	1.00221	0.158772
8299	0.00932564	1.00221	0.158772
8300	0.00932545	1.00222	0.158773
8301	0.00932525	1.00222	0.158773
8302	0.00932503	1.00222	0.158773
8303	0.0093248	1.00223	0.158774
8304	0.00932459	1.00223	0.158774
8305	0.00932442	1.00223	0.158774
8306	0.00932423	1.00223	0.158775
8307	0.00932402	1.00224	0.158775
8308	0.0093238	1.00224	0.158776
8309	0.00932367	1.00225	0.158776
8310	0.00932348	1.00225	0.158776
8311	0.00932319	1.00225	0.158777
8312	0.00932302	1.00226	0.158777
8313	0.00932279	1.00226	0.158778
8314	0.00932265	1.00226	0.158778
8315	0.00932241	1.00227	0.158778
8316	0.00932223	1.00227	0.158779
8317	0.00932207	1.00227	0.158779
8318	0.00932184	1.00228	0.158779
8319	0.00932164	1.00228	0.15878
8320	0.00932145	1.00228	0.15878
8321	0.00932123	1.00229	0.15878
8322	0.00932105	1.00229	0.158781
8323	0.00932085	1.00229	0.158781
8324	0.00932068	1.0023	0.158782
8325	0.00932047	1.0023	0.158782
8326	0.00932029	1.0023	0.158782
8327	0.00932007	1.00231	0.158783
8328	0.0093199	1.00231	0.158783
8329	0.00931965	1.00231	0.158784
8330	0.00931949	1.00232	0.158784
8331	0.0093193	1.00232	0.158784
8332	0.00931908	1.00233	0.158785
8333	0.00931894	1.00233	0.158785
8334	0.00931876	1.00233	0.158785
8335	0.00931854	1.00233	0.158786
8336	0.0093183	1.00234	0.158786
8337	0.00931813	1.00234	0.158787
8338	0.00931793	1.00235	0.158787
8339	0.00931777	1.00235	0.158787
8340	0.00931758	1.00235	0.158788
8341	0.00931737	1.00236	0.158788
8342	0.00931718	1.00236	0.158788
8343	0.00931696	1.00236	0.158789
8344	0.00931682	1.00237	0.158789
8345	0.00931662	1.00237	0.15879
8346	0.00931643	1.00237	0.15879
8347	0.00931623	1.00238	0.15879
8348	0.00931602	1.00238	0.158791
8349	0.00931583	1.00238	0.158791
8350	0.00931565	1.00239	0.158791
8351	0.00931547	1.00239	0.158792
8352	0.00931528	1.00239	0.158792
8353	0.00931509	1.0024	0.158793
8354	0.0093149	1.0024	0.158793
8355	0.0093147	1.0024	0.158793
8356	0.00931451	1.00241	0.158794
8357	0.00931433	1.00241	0.158794
8358	0.00931415	1.00241	0.158794
8359	0.00931395	1.00242	0.158795
8360	0.00931377	1.00242	0.158795
8361	0.00931358	1.00242	0.158796
8362	0.00931339	1.00243	0.158796
8363	0.0093132	1.00243	0.158796
8364	0.00931302	1.00243	0.158797
8365	0.00931284	1.00244	0.158797
8366	0.00931264	1.00244	0.158797
8367	0.00931246	1.00244	0.158798
8368	0.00931228	1.00245	0.158798
8369	0.00931208	1.00245	0.158799
8370	0.0093119	1.00245	0.158799
8371	0.00931172	1.00246	0.158799
8372	0.00931153	1.00246	0.1588
8373	0.00931134	1.00246	0.1588
8374	0.00931117	1.00247	0.1588
8375	0.00931098	1.00247	0.158801
8376	0.00931079	1.00247	0.158801
8377	0.00931062	1.00248	0.158802
8378	0.00931043	1.00248	0.158802
8379	0.00931025	1.00248	0.158802
8380	0.00931006	1.00249	0.158803
8381	0.00930987	1.00249	0.158803
8382	0.00930969	1.00249	0.158803
8383	0.00930952	1.0025	0.158804
8384	0.00930934	1.0025	0.158804
8385	0.00930915	1.0025	0.158805
8386	0.00930897	1.00251	0.158805
8387	0.00930878	1.00251	0.158805
8388	0.0093086	1.00251	0.158806
8389	0.00930843	1.00252	0.158806
8390	0.00930824	1.00252	0.158806
8391	0.00930805	1.00252	0.158807
8392	0.00930789	1.00253	0.158807
8393	0.0093077	1.00253	0.158807
8394	0.00930752	1.00253	0.158808
8395	0.00930734	1.00254	0.158808
8396	0.00930717	1.00254	0.158809
8397	0.009307	1.00254	0.158809
8398	0.0093068	1.00255	0.158809
8399	0.00930662	1.00255	0.15881
8400	0.00930644	1.00255	0.15881
8401	0.00930627	1.00256	0.15881
8402	0.00930609	1.00256	0.158811
8403	0.00930591	1.00256	0.158811
8404	0.00930575	1.00257	0.158812
8405	0.00930557	1.00257	0.158812
8406	0.00930536	1.00257	0.158812
8407	0.00930516	1.00258	0.158813
8408	0.00930502	1.00258	0.158813
8409	0.00930488	1.00258	0.158813
8410	0.00930471	1.00259	0.158814
8411	0.00930448	1.00259	0.158814
8412	0.00930428	1.00259	0.158815
8413	0.00930413	1.0026	0.158815
8414	0.00930398	1.0026	0.158815
8415	0.00930378	1.0026	0.158816
8416	0.0093036	1.00261	0.158816
8417	0.00930345	1.00261	0.158816
8418	0.00930327	1.00261	0.158817
8419	0.00930307	1.00262	0.158817
8420	0.00930291	1.00262	0.158817
8421	0.00930273	1.00262	0.158818
8422	0.00930255	1.00263	0.158818
8423	0.0093024	1.00263	0.158818
8424	0.00930222	1.00263	0.158819
8425	0.00930202	1.00263	0.158819
8426	0.00930184	1.00264	0.15882
8427	0.00930169	1.00264	0.15882
8428	0.00930152	1.00264	0.15882
8429	0.00930133	1.00265	0.158821
8430	0.00930115	1.00265	0.158821
8431	0.00930101	1.00265	0.158821
8432	0.00930083	1.00266	0.158822
8433	0.00930062	1.00266	0.158822
8434	0.00930044	1.00266	0.158823
8435	0.00930031	1.00267	0.158823
8436	0.00930015	1.00267	0.158823
8437	0.00929995	1.00267	0.158823
8438	0.00929975	1.00268	0.158824
8439	0.00929959	1.00268	0.158824
8440	0.00929947	1.00268	0.158825
8441	0.0092993	1.00269	0.158825
8442	0.0092991	1.00269	0.158825
8443	0.00929888	1.00269	0.158826
8444	0.00929872	1.0027	0.158826
8445	0.00929859	1.0027	0.158826
8446	0.00929843	1.0027	0.158827
8447	0.00929823	1.0027	0.158827
8448	0.00929803	1.00271	0.158827
8449	0.00929788	1.00271	0.158828
8450	0.00929776	1.00271	0.158828
8451	0.00929761	1.00272	0.158828
8452	0.00929736	1.00272	0.158829
8453	0.00929719	1.00272	0.158829
8454	0.00929704	1.00273	0.158829
8455	0.00929687	1.00273	0.15883
8456	0.00929669	1.00273	0.15883
8457	0.00929653	1.00274	0.158831
8458	0.00929637	1.00274	0.158831
8459	0.00929621	1.00274	0.158831
8460	0.00929604	1.00275	0.158832
8461	0.00929586	1.00275	0.158832
8462	0.00929568	1.00275	0.158832
8463	0.00929552	1.00275	0.158832
8464	0.00929535	1.00276	0.158833
8465	0.00929519	1.00276	0.158833
8466	0.00929503	1.00276	0.158834
8467	0.00929487	1.00277	0.158834
8468	0.00929473	1.00277	0.158834
8469	0.00929453	1.00277	0.158835
8470	0.00929432	1.00278	0.158835
8471	0.00929417	1.00278	0.158835
8472	0.00929403	1.00278	0.158836
8473	0.00929385	1.00279	0.158836
8474	0.00929371	1.00279	0.158837
8475	0.00929356	1.00279	0.158837
8476	0.00929338	1.0028	0.158837
8477	0.0092932	1.0028	0.158837
8478	0.00929302	1.0028	0.158838
8479	0.00929287	1.00281	0.158838
8480	0.0092927	1.00281	0.158838
8481	0.00929254	1.00281	0.158839
8482	0.00929239	1.00281	0.158839
8483	0.00929222	1.00282	0.15884
8484	0.00929206	1.00282	0.15884
8485	0.00929188	1.00282	0.15884
8486	0.00929173	1.00283	0.158841
8487	0.00929157	1.00283	0.158841
8488	0.00929141	1.00283	0.158841
8489	0.00929124	1.00284	0.158842
8490	0.00929106	1.00284	0.158842
8491	0.00929091	1.00284	0.158842
8492	0.00929075	1.00285	0.158843
8493	0.0092906	1.00285	0.158843
8494	0.00929042	1.00285	0.158843
8495	0.00929025	1.00285	0.158844
8496	0.0092901	1.00286	0.158844
8497	0.00928994	1.00286	0.158844
8498	0.00928978	1.00286	0.158845
8499	0.00928962	1.00287	0.158845
8500	0.00928946	1.00287	0.158845
8501	0.0092893	1.00287	0.158846
8502	0.00928913	1.00288	0.158846
8503	0.00928896	1.00288	0.158846
8504	0.00928881	1.00288	0.158847
8505	0.00928865	1.00289	0.158847
8506	0.00928848	1.00289	0.158847
8507	0.00928832	1.00289	0.158848
8508	0.00928817	1.00289	0.158848
8509	0.00928801	1.0029	0.158848
8510	0.00928784	1.0029	0.158849
8511	0.00928767	1.0029	0.158849
8512	0.00928752	1.00291	0.15885
8513	0.00928736	1.00291	0.15885
8514	0.00928719	1.00291	0.15885
8515	0.00928703	1.00292	0.158851
8516	0.00928688	1.00292	0.158851
8517	0.00928672	1.00292	0.158851
8518	0.00928655	1.00293	0.158852
8519	0.00928638	1.00293	0.158852
8520	0.00928623	1.00293	0.158852
8521	0.00928607	1.00293	0.158853
8522	0.00928591	1.00294	0.158853
8523	0.00928575	1.00294	0.158853
8524	0.00928559	1.00294	0.158854
8525	0.00928543	1.00295	0.158854
8526	0.00928527	1.00295	0.158854
8527	0.0092851	1.00295	0.158855
8528	0.00928494	1.00296	0.158855
8529	0.00928478	1.00296	0.158855
8530	0.00928463	1.00296	0.158856
8531	0.00928446	1.00296	0.158856
8532	0.00928431	1.00297	0.158856
8533	0.00928415	1.00297	0.158857
8534	0.00928398	1.00297	0.158857
8535	0.00928381	1.00298	0.158857
8536	0.00928366	1.00298	0.158858
8537	0.00928351	1.00298	0.158858
8538	0.00928334	1.00299	0.158858
8539	0.00928317	1.00299	0.158859
8540	0.00928302	1.00299	0.158859
8541	0.00928287	1.00299	0.158859
8542	0.00928271	1.003	0.15886
8543	0.00928253	1.003	0.15886
8544	0.00928239	1.003	0.15886
8545	0.00928224	1.00301	0.158861
8546	0.00928207	1.00301	0.158861
8547	0.0092819	1.00301	0.158861
8548	0.00928175	1.00302	0.158862
8549	0.0092816	1.00302	0.158862
8550	0.00928144	1.00302	0.158862
8551	0.00928126	1.00302	0.158863
8552	0.00928112	1.00303	0.158863
8553	0.00928097	1.00303	0.158863
8554	0.0092808	1.00303	0.158864
8555	0.00928063	1.00304	0.158864
8556	0.00928049	1.00304	0.158864
8557	0.00928034	1.00304	0.158865
8558	0.00928016	1.00305	0.158865
8559	0.00928001	1.00305	0.158865
8560	0.00927987	1.00305	0.158866
8561	0.00927971	1.00305	0.158866
8562	0.00927954	1.00306	0.158866
8563	0.00927939	1.00306	0.158867
8564	0.00927923	1.00306	0.158867
8565	0.0092791	1.00307	0.158867
8566	0.0092789	1.00307	0.158868
8567	0.00927877	1.00307	0.158868
8568	0.00927863	1.00308	0.158869
8569	0.00927847	1.00308	0.158869
8570	0.0092783	1.00308	0.158869
8571	0.00927813	1.00308	0.158869
8572	0.00927799	1.00309	0.15887
8573	0.00927784	1.00309	0.15887
8574	0.0092777	1.00309	0.15887
8575	0.00927753	1.0031	0.158871
8576	0.00927737	1.0031	0.158871
8577	0.00927723	1.0031	0.158872
8578	0.00927708	1.0031	0.158872
8579	0.00927691	1.00311	0.158872
8580	0.00927677	1.00311	0.158872
8581	0.00927661	1.00311	0.158873
8582	0.00927646	1.00312	0.158873
8583	0.00927631	1.00312	0.158873
8584	0.00927616	1.00312	0.158874
8585	0.009276	1.00312	0.158874
8586	0.00927585	1.00313	0.158874
8587	0.0092757	1.00313	0.158875
8588	0.00927555	1.00313	0.158875
8589	0.0092754	1.00314	0.158875
8590	0.00927525	1.00314	0.158876
8591	0.0092751	1.00314	0.158876
8592	0.00927495	1.00315	0.158876
8593	0.0092748	1.00315	0.158877
8594	0.00927465	1.00315	0.158877
8595	0.0092745	1.00315	0.158877
8596	0.00927435	1.00316	0.158878
8597	0.0092742	1.00316	0.158878
8598	0.00927405	1.00316	0.158878
8599	0.0092739	1.00317	0.158879
8600	0.00927375	1.00317	0.158879
8601	0.0092736	1.00317	0.158879
8602	0.00927345	1.00317	0.15888
8603	0.0092733	1.00318	0.15888
8604	0.00927316	1.00318	0.158881
8605	0.00927301	1.00318	0.158881
8606	0.00927286	1.00319	0.158881
8607	0.00927271	1.00319	0.158882
8608	0.00927256	1.00319	0.158882
8609	0.00927242	1.00319	0.158882
8610	0.00927227	1.0032	0.158883
8611	0.00927213	1.0032	0.158883
8612	0.00927197	1.0032	0.158883
8613	0.00927182	1.00321	0.158884
8614	0.00927169	1.00321	0.158884
8615	0.00927155	1.00321	0.158884
8616	0.00927138	1.00321	0.158885
8617	0.00927125	1.00322	0.158885
8618	0.0092711	1.00322	0.158885
8619	0.00927096	1.00322	0.158886
8620	0.00927081	1.00323	0.158886
8621	0.00927067	1.00323	0.158886
8622	0.00927052	1.00323	0.158887
8623	0.00927037	1.00323	0.158887
8624	0.00927023	1.00324	0.158887
8625	0.00927008	1.00324	0.158888
8626	0.00926993	1.00324	0.158888
8627	0.0092698	1.00325	0.158888
8628	0.00926967	1.00325	0.158889
8629	0.0092695	1.00325	0.158889
8630	0.00926937	1.00325	0.158889
8631	0.00926922	1.00326	0.15889
8632	0.00926908	1.00326	0.15889
8633	0.00926894	1.00326	0.15889
8634	0.00926879	1.00327	0.158891
8635	0.00926865	1.00327	0.158891
8636	0.0092685	1.00327	0.158891
8637	0.00926835	1.00327	0.158892
8638	0.00926823	1.00328	0.158892
8639	0.00926809	1.00328	0.158892
8640	0.00926793	1.00328	0.158893
8641	0.00926779	1.00329	0.158893
8642	0.00926765	1.00329	0.158893
8643	0.00926751	1.00329	0.158894
8644	0.00926738	1.00329	0.158894
8645	0.00926723	1.0033	0.158894
8646	0.00926709	1.0033	0.158895
8647	0.00926694	1.0033	0.158895
8648	0.00926679	1.00331	0.158895
8649	0.00926667	1.00331	0.158896
8650	0.00926654	1.00331	0.158896
8651	0.00926638	1.00331	0.158896
8652	0.00926624	1.00332	0.158897
8653	0.0092661	1.00332	0.158897
8654	0.00926597	1.00332	0.158897
8655	0.00926583	1.00333	0.158898
8656	0.00926569	1.00333	0.158898
8657	0.00926555	1.00333	0.158898
8658	0.0092654	1.00333	0.158898
8659	0.00926525	1.00334	0.158899
8660	0.00926513	1.00334	0.158899
8661	0.009265	1.00334	0.158899
8662	0.00926484	1.00335	0.1589
8663	0.00926471	1.00335	0.1589
8664	0.00926457	1.00335	0.158901
8665	0.00926444	1.00335	0.158901
8666	0.0092643	1.00336	0.158901
8667	0.00926416	1.00336	0.158902
8668	0.00926402	1.00336	0.158902
8669	0.00926387	1.00336	0.158902
8670	0.00926373	1.00337	0.158902
8671	0.00926361	1.00337	0.158903
8672	0.00926348	1.00337	0.158903
8673	0.00926332	1.00338	0.158903
8674	0.00926319	1.00338	0.158904
8675	0.00926306	1.00338	0.158904
8676	0.00926292	1.00338	0.158904
8677	0.00926279	1.00339	0.158905
8678	0.00926265	1.00339	0.158905
8679	0.00926251	1.00339	0.158905
8680	0.00926237	1.0034	0.158906
8681	0.00926222	1.0034	0.158906
8682	0.0092621	1.0034	0.158907
8683	0.00926198	1.0034	0.158907
8684	0.00926182	1.00341	0.158907
8685	0.00926169	1.00341	0.158907
8686	0.00926155	1.00341	0.158908
8687	0.00926142	1.00341	0.158908
8688	0.00926129	1.00342	0.158908
8689	0.00926115	1.00342	0.158909
8690	0.00926102	1.00342	0.158909
8691	0.00926087	1.00343	0.158909
8692	0.00926073	1.00343	0.15891
8693	0.00926061	1.00343	0.15891
8694	0.00926049	1.00343	0.15891
8695	0.00926033	1.00344	0.158911
8696	0.0092602	1.00344	0.158911
8697	0.00926007	1.00344	0.158911
8698	0.00925994	1.00345	0.158912
8699	0.0092598	1.00345	0.158912
8700	0.00925967	1.00345	0.158912
8701	0.00925953	1.00345	0.158913
8702	0.00925939	1.00346	0.158913
8703	0.00925927	1.00346	0.158913
8704	0.00925913	1.00346	0.158914
8705	0.00925899	1.00346	0.158914
8706	0.00925887	1.00347	0.158914
8707	0.00925874	1.00347	0.158915
8708	0.00925859	1.00347	0.158915
8709	0.00925847	1.00348	0.158915
8710	0.00925833	1.00348	0.158915
8711	0.0092582	1.00348	0.158916
8712	0.00925805	1.00348	0.158916
8713	0.00925793	1.00349	0.158916
8714	0.0092578	1.00349	0.158917
8715	0.00925768	1.00349	0.158917
8716	0.00925751	1.00349	0.158917
8717	0.0092574	1.0035	0.158918
8718	0.00925729	1.0035	0.158918
8719	0.00925714	1.0035	0.158918
8720	0.00925699	1.0035	0.158919
8721	0.00925686	1.00351	0.158919
8722	0.00925674	1.00351	0.158919
8723	0.0092566	1.00351	0.15892
8724	0.00925646	1.00352	0.15892
8725	0.00925634	1.00352	0.15892
8726	0.00925622	1.00352	0.158921
8727	0.00925609	1.00352	0.158921
8728	0.00925594	1.00353	0.158921
8729	0.00925581	1.00353	0.158922
8730	0.00925568	1.00353	0.158922
8731	0.00925555	1.00353	0.158922
8732	0.00925542	1.00354	0.158923
8733	0.00925529	1.00354	0.158923
8734	0.00925515	1.00354	0.158923
8735	0.00925502	1.00355	0.158924
8736	0.0092549	1.00355	0.158924
8737	0.00925477	1.00355	0.158924
8738	0.00925464	1.00355	0.158924
8739	0.00925449	1.00356	0.158925
8740	0.00925437	1.00356	0.158925
8741	0.00925425	1.00356	0.158925
8742	0.00925412	1.00356	0.158926
8743	0.00925397	1.00357	0.158926
8744	0.00925383	1.00357	0.158926
8745	0.00925371	1.00357	0.158927
8746	0.00925359	1.00358	0.158927
8747	0.00925346	1.00358	0.158927
8748	0.00925333	1.00358	0.158928
8749	0.0092532	1.00358	0.158928
8750	0.00925306	1.00359	0.158928
8751	0.00925293	1.00359	0.158928
8752	0.0092528	1.00359	0.158929
8753	0.00925267	1.00359	0.158929
8754	0.00925255	1.0036	0.158929
8755	0.00925242	1.0036	0.15893
8756	0.00925228	1.0036	0.15893
8757	0.00925215	1.0036	0.15893
8758	0.00925202	1.00361	0.158931
8759	0.00925188	1.00361	0.158931
8760	0.00925176	1.00361	0.158931
8761	0.00925162	1.00361	0.158932
8762	0.0092515	1.00362	0.158932
8763	0.00925137	1.00362	0.158932
8764	0.00925125	1.00362	0.158933
8765	0.00925112	1.00363	0.158933
8766	0.00925096	1.00363	0.158933
8767	0.00925084	1.00363	0.158933
8768	0.00925071	1.00363	0.158934
8769	0.00925056	1.00364	0.158934
8770	0.00925045	1.00364	0.158934
8771	0.00925033	1.00364	0.158935
8772	0.0092502	1.00364	0.158935
8773	0.00925007	1.00365	0.158935
8774	0.00924992	1.00365	0.158936
8775	0.00924977	1.00365	0.158936
8776	0.00924965	1.00365	0.158936
8777	0.00924952	1.00366	0.158937
8778	0.00924941	1.00366	0.158937
8779	0.00924926	1.00366	0.158937
8780	0.00924912	1.00367	0.158938
8781	0.00924899	1.00367	0.158938
8782	0.00924885	1.00367	0.158938
8783	0.00924871	1.00367	0.158939
8784	0.00924857	1.00368	0.158939
8785	0.00924843	1.00368	0.158939
8786	0.0092483	1.00368	0.15894
8787	0.00924815	1.00369	0.15894
8788	0.00924802	1.00369	0.15894
8789	0.00924789	1.00369	0.158941
8790	0.00924775	1.00369	0.158941
8791	0.0092476	1.0037	0.158941
8792	0.00924746	1.0037	0.158941
8793	0.00924732	1.0037	0.158942
8794	0.00924719	1.0037	0.158942
8795	0.00924706	1.00371	0.158943
8796	0.00924691	1.00371	0.158943
8797	0.00924676	1.00371	0.158943
8798	0.00924661	1.00371	0.158943
8799	0.00924647	1.00372	0.158944
8800	0.00924634	1.00372	0.158944
8801	0.00924621	1.00372	0.158945
8802	0.00924607	1.00373	0.158945
8803	0.00924593	1.00373	0.158945
8804	0.00924578	1.00373	0.158946
8805	0.00924563	1.00373	0.158946
